delivery_id,customer_id,Courier_id,vehicle_type,pickup_place,place_category,item_name,item_quantity,item_category_name,how_long_it_took_to_order,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,when_the_delivery_started,when_the_Courier_arrived_at_pickup,when_the_Courier_left_pickup,when_the_Courier_arrived_at_dropoff,Pickup_Zone_ID,Dropoff_Zone_ID,Total
1400201,100684,16610,car,Evelyn's Kitchen,,Braised Beef Short Ribs,1,Entrées,13:09.1,40.797649,-73.934196,40.748406,-74.000225,2020-10-19T17:10:00,2020-10-19T17:39:00,2020-10-19T18:02:00,2020-10-19T18:29:00,74,68,24.71
1416233,389884,140794,walker,Evelyn's Kitchen,,Roasted Lemon Pepper Chicken Wings,1,Entrées,01:33.9,40.797649,-73.934196,40.826658,-73.943684,2020-10-21T19:40:00,2020-10-21T19:59:00,2020-10-21T20:06:00,2020-10-21T20:43:00,74,116,11.59
1474660,402094,151467,bicycle,Evelyn's Kitchen,,Roasted Lemon Pepper Chicken Wings,2,Entrées,05:53.3,40.797649,-73.934196,40.79920496,-73.95391976,2020-10-28T17:26:00,2020-10-28T17:34:00,2020-10-28T17:50:00,2020-10-28T18:01:00,74,41,13.65
1474660,402094,151467,bicycle,Evelyn's Kitchen,,Jerk Shrimp,1,Entrées,05:53.3,40.797649,-73.934196,40.79920496,-73.95391976,2020-10-28T17:26:00,2020-10-28T17:34:00,2020-10-28T17:50:00,2020-10-28T18:01:00,74,41,5.8
1439771,87531,142140,car,Talde,,Korean Fried Chicken,1,Entrées,23:27.6,40.66561086,-73.98264424,40.768946,-73.98412,2020-10-24T18:56:00,2020-10-24T19:55:00,2020-10-24T20:08:00,2020-10-24T20:52:00,181,142,24.49
1462161,147006,161295,car,Talde,,King Crab Fried Rice,1,Appetizers,05:19.8,40.66561086,-73.98264424,40.67259821,-73.9776886,2020-10-26T19:06:00,2020-10-26T19:15:00,2020-10-26T19:40:00,2020-10-26T19:48:00,181,181,7.26
1464788,168246,170291,bicycle,Talde,,Pretzel Pork & Chive Dumplings,1,Appetizers,05:02.4,40.66561086,-73.98264424,40.67277222,-73.98651022,2020-10-26T21:33:00,2020-10-26T21:52:00,2020-10-26T22:00:00,2020-10-26T22:10:00,181,181,45.31
1475074,62359,128139,car,Talde,,Kung Pao Chicken Wings,1,Appetizers,14:57.8,40.66561086,-73.98264424,40.72478,-73.980463,2020-10-28T18:52:00,2020-10-28T19:30:00,2020-10-28T19:42:00,2020-10-28T20:16:00,181,4,50.57
1475074,62359,128139,car,Talde,,Pretzel Pork & Chive Dumplings,1,Appetizers,14:57.8,40.66561086,-73.98264424,40.72478,-73.980463,2020-10-28T18:52:00,2020-10-28T19:30:00,2020-10-28T19:42:00,2020-10-28T20:16:00,181,4,22.12
1450313,91503,44356,bicycle,Morgan's Brooklyn Barbecue,BBQ,Chicken,1,Entrees,07:59.9,40.67974695,-73.97426489,40.6869331,-73.962577,2020-10-25T19:21:00,2020-10-25T19:43:00,2020-10-25T19:57:00,2020-10-25T20:20:00,189,49,22.12
1320406,74711,128139,car,Delaney Barbecue: BrisketTown,BBQ,Tasty Beans,1,Sides,,40.71149986,-73.96287918,40.71856539,-73.96417732,2020-10-08T20:30:00,2020-10-08T20:36:00,2020-10-08T20:51:00,2020-10-08T21:05:00,256,255,26.25
1293547,220168,118707,car,Dinosaur Bar-B-Que,BBQ,Texas Brisket Plate,1,True Blue Bar-B-Que Pit Plates,22:03.6,40.8180821,-73.9609373,40.795181,-73.9722589,2020-10-04T14:52:00,2020-10-04T15:12:00,2020-10-04T15:35:00,2020-10-04T15:48:00,152,238,27.16
1293547,220168,118707,car,Dinosaur Bar-B-Que,BBQ,Jumbo BBQ Chicken Wings,1,Small & Shared Plates,22:03.6,40.8180821,-73.9609373,40.795181,-73.9722589,2020-10-04T14:52:00,2020-10-04T15:12:00,2020-10-04T15:35:00,2020-10-04T15:48:00,152,238,18.19
1302722,362741,34804,truck,Dinosaur Bar-B-Que,BBQ,Bar-B-Que Beans with Pork,1,Homemade Sides,07:34.7,40.8180821,-73.9609373,40.7628861,-73.963957,2020-10-05T18:23:00,2020-10-05T18:47:00,2020-10-05T19:03:00,2020-10-05T19:50:00,152,141,21.9
1302722,362741,34804,truck,Dinosaur Bar-B-Que,BBQ,Jumbo BBQ Chicken Wings,1,Small & Shared Plates,07:34.7,40.8180821,-73.9609373,40.7628861,-73.963957,2020-10-05T18:23:00,2020-10-05T18:47:00,2020-10-05T19:03:00,2020-10-05T19:50:00,152,141,22.54
1319433,31805,20962,walker,Dinosaur Bar-B-Que,BBQ,Bar-B-Que Pork Ribs,1,True Blue Bar-B-Que Pit Plates,09:24.8,40.8180821,-73.9609373,40.767119,-73.953867,2020-10-08T18:06:00,2020-10-08T18:27:00,2020-10-08T18:39:00,2020-10-08T19:20:00,152,140,23.06
1340134,181597,119153,car,Dinosaur Bar-B-Que,BBQ,Traditional Sampler,1,The Combinations,20:51.3,40.8180821,-73.9609373,40.81261987,-73.93884863,2020-10-11T17:58:00,2020-10-11T18:17:00,2020-10-11T18:34:00,2020-10-11T18:53:00,152,42,18.39
1340134,181597,119153,car,Dinosaur Bar-B-Que,BBQ,Jumbo BBQ Chicken Wings,1,Small & Shared Plates,20:51.3,40.8180821,-73.9609373,40.81261987,-73.93884863,2020-10-11T17:58:00,2020-10-11T18:17:00,2020-10-11T18:34:00,2020-10-11T18:53:00,152,42,28.82
1348349,125565,120179,car,Dinosaur Bar-B-Que,BBQ,Deluxe,1,Family Stylin' Package Deals,32:25.1,40.8180821,-73.9609373,40.7552588,-73.9677232,2020-10-12T18:03:00,2020-10-12T18:53:00,2020-10-12T19:03:00,2020-10-12T19:30:00,152,229,18.39
1348349,125565,120179,car,Dinosaur Bar-B-Que,BBQ,Original Pork BBQ Sandwich,1,Sandwich + 1 Side,32:25.1,40.8180821,-73.9609373,40.7552588,-73.9677232,2020-10-12T18:03:00,2020-10-12T18:53:00,2020-10-12T19:03:00,2020-10-12T19:30:00,152,229,27.83
1348663,262058,139345,bicycle,Dinosaur Bar-B-Que,BBQ,Fried Green Tomatoes Original,1,Small & Shared Plates,04:35.5,40.8180821,-73.9609373,40.7794455,-73.9594879,2020-10-12T18:35:00,2020-10-12T18:42:00,2020-10-12T19:07:00,2020-10-12T19:32:00,152,236,26.78
1374830,58201,20962,walker,Dinosaur Bar-B-Que,BBQ,Jumbo BBQ Chicken Wings,1,Small & Shared Plates,08:56.3,40.8180821,-73.9609373,40.772259,-73.953333,2020-10-16T18:18:00,2020-10-16T18:29:00,2020-10-16T18:58:00,2020-10-16T19:26:00,152,141,27.51
1390383,149561,156008,bicycle,Dinosaur Bar-B-Que,BBQ,Jumbo BBQ Chicken Wings,1,Small & Shared Plates,,40.8180821,-73.9609373,40.781191,-73.953021,2020-10-18T17:27:00,2020-10-18T17:33:00,2020-10-18T18:25:00,2020-10-18T18:57:00,152,236,28.19
1391911,371735,67103,truck,Dinosaur Bar-B-Que,BBQ,Bar-B-Que Pork Ribs,1,True Blue Bar-B-Que Pit Plates,,40.8180821,-73.9609373,40.7444652,-73.975611,2020-10-18T19:54:00,2020-10-18T20:10:00,2020-10-18T20:45:00,2020-10-18T21:11:00,152,137,25.34
1423048,327651,133322,car,Dinosaur Bar-B-Que,BBQ,"Sausage, Cheese & Crackers",1,Small & Shared Plates,25:18.7,40.8180821,-73.9609373,40.77526372,-73.98975963,2020-10-22T18:47:00,2020-10-22T18:52:00,2020-10-22T19:23:00,2020-10-22T19:40:00,152,143,27.79
1449480,31805,139613,car,Dinosaur Bar-B-Que,BBQ,Bar-B-Que Pork Ribs,1,True Blue Bar-B-Que Pit Plates,10:23.0,40.8180821,-73.9609373,40.767119,-73.953867,2020-10-25T18:09:00,2020-10-25T18:44:00,2020-10-25T18:57:00,2020-10-25T19:29:00,152,140,20.2
1474144,123780,143085,car,Dinosaur Bar-B-Que,BBQ,Creole Spiced Deviled Eggs,1,Small & Shared Plates,02:56.7,40.8180821,-73.9609373,40.8351339,-73.942958,2020-10-28T15:36:00,2020-10-28T16:05:00,2020-10-28T16:17:00,2020-10-28T16:29:00,152,244,29.07
1479768,80466,175555,car,Dinosaur Bar-B-Que,BBQ,Bar-B-Que Pork Ribs,1,True Blue Bar-B-Que Pit Plates,17:50.3,40.8180821,-73.9609373,40.76652027,-73.98492698,2020-10-29T15:12:00,2020-10-29T15:28:00,2020-10-29T15:49:00,2020-10-29T16:05:00,152,48,20.46
1341520,367591,133004,bicycle,Dinosaur Bar-B-Que,BBQ,Creekstone Farms Brisket Plate,1,True Blue Bar-B-Que Pit Plates,11:35.3,40.67768312,-73.98399867,40.68801313,-73.97925599,2020-10-11T20:31:00,2020-10-11T20:54:00,2020-10-11T21:10:00,2020-10-11T21:20:00,106,97,19.22
1355448,230574,133293,bicycle,Dinosaur Bar-B-Que,BBQ,BBQ Sliders,2,Small & Shared Plates,04:45.2,40.67768312,-73.98399867,40.686521,-73.95881,2020-10-13T15:24:00,2020-10-13T15:49:00,2020-10-13T15:59:00,2020-10-13T16:13:00,106,49,40.66
1375224,381892,6873,car,Dinosaur Bar-B-Que,BBQ,BBQ Sliders,1,Small & Shared Plates,07:40.1,40.67768312,-73.98399867,40.69269114,-73.95509002,2020-10-16T19:12:00,2020-10-16T19:33:00,2020-10-16T19:42:00,2020-10-16T19:59:00,106,17,29.94
1399865,75587,132893,bicycle,Dinosaur Bar-B-Que,BBQ,Jumbo BBQ Chicken WIngs,1,Small & Shared Plates,08:24.9,40.67768312,-73.98399867,40.7193199,-74.0028443,2020-10-19T16:38:00,2020-10-19T17:26:00,2020-10-19T17:36:00,2020-10-19T18:09:00,106,231,23.28
1457547,75587,164384,car,Dinosaur Bar-B-Que,BBQ,Jumbo BBQ Chicken WIngs,1,Small & Shared Plates,11:21.3,40.67768312,-73.98399867,40.7193199,-74.0028443,2020-10-26T13:20:00,2020-10-26T14:05:00,2020-10-26T14:13:00,2020-10-26T14:52:00,106,231,19.19
1363287,234560,102353,car,Mile End Deli,Deli,Pickle,1,Dinner Sides,12:18.2,40.68749724,-73.98718386,40.684222,-74.003335,2020-10-14T20:52:00,2020-10-14T20:58:00,2020-10-14T21:12:00,2020-10-14T21:21:00,25,54,10.48
1319948,42385,139558,bicycle,Song Thai Restaurant & Bar,Thai,Moo Kraprow,1,Entrees,,40.67347806,-73.98262702,40.6853089,-74.001715,2020-10-08T19:29:00,2020-10-08T20:05:00,2020-10-08T20:22:00,2020-10-08T20:30:00,181,54,22.33
1392059,383826,158180,bicycle,Song Thai Restaurant & Bar,Thai,Spicy Squid Salad,1,Appetizers,05:27.7,40.67347806,-73.98262702,40.69459,-73.995491,2020-10-18T20:06:00,2020-10-18T20:19:00,2020-10-18T20:32:00,2020-10-18T20:49:00,181,33,24.49
1488140,42385,162070,car,Song Thai Restaurant & Bar,Thai,Pad See Yue,1,Noodles,04:08.5,40.67347806,-73.98262702,40.6853089,-74.001715,2020-10-30T17:48:00,2020-10-30T17:59:00,2020-10-30T18:07:00,2020-10-30T18:24:00,181,54,17.55
1348963,177078,147300,bicycle,Lantern Thai Kitchen,Thai,Panang Curry,1,Curry,05:52.9,40.69516274,-73.99544787,40.711346,-74.0164356,2020-10-12T19:01:00,2020-10-12T18:59:00,2020-10-12T19:50:00,2020-10-12T20:34:00,33,13,24.82
1348963,177078,147300,bicycle,Lantern Thai Kitchen,Thai,Brown Rice,1,Side Dishes,05:52.9,40.69516274,-73.99544787,40.711346,-74.0164356,2020-10-12T19:01:00,2020-10-12T18:59:00,2020-10-12T19:50:00,2020-10-12T20:34:00,33,13,16.01
1348963,177078,147300,bicycle,Lantern Thai Kitchen,Thai,Sweet & Sour,1,Hot from Asian's Wok,05:52.9,40.69516274,-73.99544787,40.711346,-74.0164356,2020-10-12T19:01:00,2020-10-12T18:59:00,2020-10-12T19:50:00,2020-10-12T20:34:00,33,13,21.18
1348963,177078,147300,bicycle,Lantern Thai Kitchen,Thai,Crispy Spring Rolls,1,Appetizers,05:52.9,40.69516274,-73.99544787,40.711346,-74.0164356,2020-10-12T19:01:00,2020-10-12T18:59:00,2020-10-12T19:50:00,2020-10-12T20:34:00,33,13,22.25
1476453,143926,175912,car,Joya,Thai,Fried Spring Rolls,1,Appetizers,04:35.3,40.6867331,-73.99375492,40.7023413,-73.9894706,2020-10-28T21:30:00,2020-10-28T21:46:00,2020-10-28T22:12:00,2020-10-28T22:44:00,25,66,19.12
1390215,274730,165169,walker,New Malaysia,Asian,Hainanese Chicken on Rice,1,Rice,03:10.7,40.71575109,-73.99661858,40.7444652,-73.975611,2020-10-18T17:06:00,2020-10-18T17:12:00,2020-10-18T17:27:00,2020-10-18T17:54:00,45,137,10.41
1317449,366560,158791,car,"Doughnut Plant LES, Inc.",Donut,Triple Chocolate,2,Cake Dougnhuts,,40.71624093,-73.98868203,40.756661,-73.9858235,2020-10-08T09:45:00,2020-10-08T09:49:00,2020-10-08T09:59:00,2020-10-08T10:37:00,232,230,7.5
1325497,345727,128139,car,"Doughnut Plant LES, Inc.",Donut,Vanilla Bean & Jam,1,Filled Square Dougnuts,,40.71624093,-73.98868203,40.68989294,-73.99482358,2020-10-09T19:47:00,2020-10-09T19:56:00,2020-10-09T20:05:00,2020-10-09T20:22:00,232,52,3.6
1360025,377956,49875,bicycle,"Doughnut Plant LES, Inc.",Donut,Peanut Butter & Jam,3,Filled Square Dougnuts,,40.71624093,-73.98868203,40.7259917,-73.9957071,2020-10-14T09:10:00,2020-10-14T09:22:00,2020-10-14T09:33:00,2020-10-14T09:43:00,232,114,16.48
1360025,377956,49875,bicycle,"Doughnut Plant LES, Inc.",Donut,Coffee Cake,3,Cake Dougnhuts,,40.71624093,-73.98868203,40.7259917,-73.9957071,2020-10-14T09:10:00,2020-10-14T09:22:00,2020-10-14T09:33:00,2020-10-14T09:43:00,232,114,13.8
1360025,377956,49875,bicycle,"Doughnut Plant LES, Inc.",Donut,Blackout,3,Cake Dougnhuts,,40.71624093,-73.98868203,40.7259917,-73.9957071,2020-10-14T09:10:00,2020-10-14T09:22:00,2020-10-14T09:33:00,2020-10-14T09:43:00,232,114,12.22
1382391,121103,119255,walker,"Doughnut Plant LES, Inc.",Donut,Cinnamon Sugar,2,Cake Dougnhuts,,40.71624093,-73.98868203,40.720496,-73.982692,2020-10-17T19:01:00,2020-10-17T19:12:00,2020-10-17T19:21:00,2020-10-17T19:30:00,232,232,8.6
1382391,121103,119255,walker,"Doughnut Plant LES, Inc.",Donut,Carrot Cake,1,Cake Dougnhuts,,40.71624093,-73.98868203,40.720496,-73.982692,2020-10-17T19:01:00,2020-10-17T19:12:00,2020-10-17T19:21:00,2020-10-17T19:30:00,232,232,3.4
1396296,106352,31156,bicycle,"Doughnut Plant LES, Inc.",Donut,Salted Peanut,1,Cake Doughnut of the Day,,40.71624093,-73.98868203,40.70152553,-73.98240156,2020-10-19T09:44:00,2020-10-19T09:47:00,2020-10-19T09:59:00,2020-10-19T10:15:00,232,66,2.69
1400098,242967,166448,car,"Doughnut Plant LES, Inc.",Donut,Chocolate Milk,1,Milk,,40.71624093,-73.98868203,40.7199995,-73.9994242,2020-10-19T17:02:00,2020-10-19T17:09:00,2020-10-19T17:21:00,2020-10-19T17:39:00,232,144,4.05
1400098,242967,166448,car,"Doughnut Plant LES, Inc.",Donut,Chocolate Chip Cookie,1,Cake Doughnut of the Day,,40.71624093,-73.98868203,40.7199995,-73.9994242,2020-10-19T17:02:00,2020-10-19T17:09:00,2020-10-19T17:21:00,2020-10-19T17:39:00,232,144,4.09
1400098,242967,166448,car,"Doughnut Plant LES, Inc.",Donut,Blackout,1,Cake Dougnhuts,,40.71624093,-73.98868203,40.7199995,-73.9994242,2020-10-19T17:02:00,2020-10-19T17:09:00,2020-10-19T17:21:00,2020-10-19T17:39:00,232,144,3.99
1427125,298785,66416,bicycle,"Doughnut Plant LES, Inc.",Donut,Vanilla Bean,2,Yeast Doughnuts,,40.71624093,-73.98868203,40.7254587,-74.0054881,2020-10-23T07:25:00,,,2020-10-23T08:14:00,232,125,8.89
1427125,298785,66416,bicycle,"Doughnut Plant LES, Inc.",Donut,Wild Blueberry,1,Cake Dougnhuts,,40.71624093,-73.98868203,40.7254587,-74.0054881,2020-10-23T07:25:00,,,2020-10-23T08:14:00,232,125,5.39
1436488,394966,79598,bicycle,"Doughnut Plant LES, Inc.",Donut,Wild Blueberry,1,Cake Dougnhuts,,40.71624093,-73.98868203,40.7047178,-74.0059883,2020-10-24T13:22:00,2020-10-24T13:30:00,2020-10-24T13:45:00,2020-10-24T14:10:00,232,87,3.88
1436488,394966,79598,bicycle,"Doughnut Plant LES, Inc.",Donut,Vanilla Bean,1,Yeast Doughnuts,,40.71624093,-73.98868203,40.7047178,-74.0059883,2020-10-24T13:22:00,2020-10-24T13:30:00,2020-10-24T13:45:00,2020-10-24T14:10:00,232,87,5.95
1436488,394966,79598,bicycle,"Doughnut Plant LES, Inc.",Donut,Blackout,2,Cake Dougnhuts,,40.71624093,-73.98868203,40.7047178,-74.0059883,2020-10-24T13:22:00,2020-10-24T13:30:00,2020-10-24T13:45:00,2020-10-24T14:10:00,232,87,8.1
1444388,80378,118095,bicycle,"Doughnut Plant LES, Inc.",Donut,Vanilla Bean,3,Yeast Doughnuts,,40.71624093,-73.98868203,40.7138634,-74.0083967,2020-10-25T07:47:00,2020-10-25T08:04:00,2020-10-25T08:16:00,2020-10-25T08:35:00,232,231,7.1
1449129,355767,55567,bicycle,"Doughnut Plant LES, Inc.",Donut,Creme Brulee,2,Doughseed Doughnuts,,40.71624093,-73.98868203,40.7314633,-73.9761271,2020-10-25T17:35:00,2020-10-25T17:35:00,2020-10-25T17:42:00,2020-10-25T17:55:00,232,224,6.86
1461218,106352,168796,bicycle,"Doughnut Plant LES, Inc.",Donut,Salted Peanut,1,Cake Doughnut of the Day,,40.71624093,-73.98868203,40.7221905,-74.0033168,2020-10-26T18:08:00,2020-10-26T18:42:00,2020-10-26T18:57:00,2020-10-26T19:10:00,232,211,2.97
1485163,392740,66416,bicycle,"Doughnut Plant LES, Inc.",Donut,Vanilla Bean & Jam,1,Filled Square Dougnuts,,40.71624093,-73.98868203,40.7115622,-73.9620808,2020-10-30T08:50:00,2020-10-30T09:17:00,2020-10-30T09:30:00,2020-10-30T09:44:00,232,256,4.27
1485163,392740,66416,bicycle,"Doughnut Plant LES, Inc.",Donut,Vanilla Bean,1,Yeast Doughnuts,,40.71624093,-73.98868203,40.7115622,-73.9620808,2020-10-30T08:50:00,2020-10-30T09:17:00,2020-10-30T09:30:00,2020-10-30T09:44:00,232,256,5.89
1487030,253353,116881,bicycle,"Doughnut Plant LES, Inc.",Donut,Vanilla Bean & Jam,1,Filled Square Dougnuts,,40.71624093,-73.98868203,40.7103768,-74.0104657,2020-10-30T15:17:00,2020-10-30T15:20:00,2020-10-30T15:30:00,2020-10-30T15:51:00,232,261,2.64
1488259,405147,124514,bicycle,"Doughnut Plant LES, Inc.",Donut,Peanut Butter & Jam,1,Filled Square Dougnuts,,40.71624093,-73.98868203,40.6932863,-73.9827122,2020-10-30T18:02:00,2020-10-30T18:08:00,2020-10-30T18:16:00,2020-10-30T18:42:00,232,65,4.03
1475806,64197,30905,car,Patrizia's Pizza and Pasta,Pizza,Margherita Pizza,1,Pizza,08:34.7,40.71086946,-73.96767019,40.72057855,-73.96231005,2020-10-28T20:26:00,2020-10-28T20:43:00,2020-10-28T20:58:00,2020-10-28T21:04:00,256,255,13.79
1333353,248356,54255,car,Grimaldi's Pizzeria,Pizza,Large Regular Pizza,1,Pizza,,40.70244292,-73.99324417,40.711346,-74.0164356,2020-10-10T20:09:00,2020-10-10T20:15:00,2020-10-10T20:52:00,2020-10-10T21:18:00,66,13,16.45
1401481,7922,111793,car,Juliana's Pizza,Pizza,Margherita Pizza,1,Classics,05:08.0,40.70263748,-73.99361145,40.7051789,-74.0080186,2020-10-19T18:41:00,2020-10-19T18:59:00,2020-10-19T19:07:00,2020-10-19T19:16:00,66,87,13.68
